path,size,mtime,header,db2_write,guard_bypass,clase,justificacion,proposed_path
backend/scripts/_deploy_evidence_hex.sh,n/a,n/a,header-no-leido;_scratch-sh,UNKNOWN,N-A,ARCHIVE-ONEOFF,_-scratch shell gitignored; deploy evidencia puntual,archive/oneoff/_deploy_evidence_hex.sh
backend/scripts/_deploy_finance_fix.sh,n/a,n/a,header-no-leido;_scratch-sh,UNKNOWN,N-A,ARCHIVE-ONEOFF,_-scratch shell gitignored; deploy fix finanzas puntual,archive/oneoff/_deploy_finance_fix.sh
backend/scripts/_deploy_prepaid_overlay.sh,n/a,n/a,header-no-leido;_scratch-sh,UNKNOWN,N-A,ARCHIVE-ONEOFF,_-scratch shell gitignored; deploy overlay prepago puntual,archive/oneoff/_deploy_prepaid_overlay.sh
backend/scripts/_deploy_receipt_repo.sh,n/a,n/a,header-no-leido;_scratch-sh,UNKNOWN,N-A,ARCHIVE-ONEOFF,_-scratch shell gitignored; deploy repo recibos puntual,archive/oneoff/_deploy_receipt_repo.sh
backend/scripts/_deploy_week_owner.sh,n/a,n/a,header-no-leido;_scratch-sh,UNKNOWN,N-A,ARCHIVE-ONEOFF,_-scratch shell gitignored; deploy week owner puntual,archive/oneoff/_deploy_week_owner.sh
backend/scripts/_fix_env_and_probe.sh,n/a,n/a,header-no-leido;_scratch-sh,UNKNOWN,N-A,ARCHIVE-ONEOFF,_-scratch shell gitignored; fix env puntual,archive/oneoff/_fix_env_and_probe.sh
backend/scripts/_flip_staging_writes.sh,n/a,n/a,header-no-leido;_scratch-sh-risk,YES,N-A,ARCHIVE-ONEOFF,_-scratch shell gitignored; FLIP escrituras staging (no re-ejecutar sin aprobacion),archive/oneoff/_flip_staging_writes.sh
backend/scripts/_mint_remote.sh,n/a,n/a,header-no-leido;_scratch-sh,UNKNOWN,N-A,ARCHIVE-ONEOFF,_-scratch shell gitignored; mint remoto puntual,archive/oneoff/_mint_remote.sh
backend/scripts/_receipt_diag_remote.sh,n/a,n/a,header-no-leido;_scratch-sh,NO,N-A,ARCHIVE-ONEOFF,_-scratch shell gitignored; diagnostico remoto recibos puntual,archive/oneoff/_receipt_diag_remote.sh
backend/scripts/_remote-session-ttl-check.sh,n/a,n/a,header-no-leido;_scratch-sh,NO,N-A,ARCHIVE-ONEOFF,_-scratch shell gitignored; check TTL sesion puntual,archive/oneoff/_remote-session-ttl-check.sh
backend/scripts/_restore_production_reparto.sh,n/a,n/a,header-no-leido;_scratch-sh-risk,YES,N-A,ARCHIVE-ONEOFF,_-scratch shell gitignored; RESTORE produccion (no re-ejecutar jamas sin aprobacion),archive/oneoff/_restore_production_reparto.sh
backend/scripts/db-indices.sql,n/a,n/a,CREATE INDEX DSEDAC.CPC_COMMISSION_IDX,YES,YES-sin-guard,UNCLEAR-RISKY,DDL suelto crea INDICE EN DSEDAC.CPC (schema ERP) sin gate; maximo riesgo,review/risky/db-indices.sql
backend/scripts/error.log,n/a,n/a,artefacto log,N-A,N-A,ARCHIVE-ONEOFF,artefacto log (gitignored *.log); no codigo,archive/oneoff/error.log
backend/scripts/server.log,n/a,n/a,artefacto log,N-A,N-A,ARCHIVE-ONEOFF,artefacto log (gitignored *.log); no codigo,archive/oneoff/server.log
backend/scripts/scan_results.json,n/a,n/a,artefacto json,N-A,N-A,ARCHIVE-ONEOFF,artefacto resultado scan (gitignored *.json); no codigo,archive/oneoff/scan_results.json
backend/scripts/_verify-report.json,n/a,n/a,artefacto json,N-A,N-A,ARCHIVE-ONEOFF,_-scratch + artefacto json gitignored; no codigo,archive/oneoff/_verify-report.json
backend/scripts/_schema-mirror-out.txt,n/a,n/a,artefacto txt,N-A,N-A,ARCHIVE-ONEOFF,_-scratch + artefacto txt gitignored; salida espejo schema,archive/oneoff/_schema-mirror-out.txt
backend/scripts/_probe_notification_out.json.txt,n/a,n/a,artefacto txt,N-A,N-A,ARCHIVE-ONEOFF,_-scratch + artefacto txt gitignored; salida probe,archive/oneoff/_probe_notification_out.json.txt
backend/scripts/_probe_emails_v2_out.txt,n/a,n/a,artefacto txt,N-A,N-A,ARCHIVE-ONEOFF,_-scratch + artefacto txt gitignored; salida probe emails,archive/oneoff/_probe_emails_v2_out.txt
backend/scripts/_env_toggle_templates.env.txt,n/a,n/a,artefacto txt,N-A,N-A,ARCHIVE-ONEOFF,_-scratch + artefacto txt gitignored; plantillas toggles env (revisar que no contenga valores reales),archive/oneoff/_env_toggle_templates.env.txt
backend/scripts/legacy/create_view.js,n/a,n/a,"odbc + ALLOW_DB2_DDL gate + CREATE VIEW JAVIER.VISTA_DEUDA_BASE",YES,NO,ARCHIVE-ONEOFF,"archivado F4-02 segun legacy/README (vista muerta); gate ALLOW_DB2_DDL explicito; sha256 PENDIENTE (shell bloqueado)",legacy/create_view.js
backend/scripts/legacy/create_view_v2.js,n/a,n/a,"odbc + ALLOW_DB2_DDL gate + CREATE OR REPLACE VIEW JAVIER.VISTA_DEUDA_BASE",YES,NO,ARCHIVE-ONEOFF,"archivado F4-02 (vista muerta); gate explicito; sha256 PENDIENTE",legacy/create_view_v2.js
backend/scripts/legacy/create_view_full.js,n/a,n/a,"odbc + ALLOW_DB2_DDL gate + QSYS2.SYSCOLUMNS DSEDAC",YES,NO,ARCHIVE-ONEOFF,"archivado F4-02 (vista muerta, lee catalogo DSEDAC); gate explicito; sha256 PENDIENTE",legacy/create_view_full.js
backend/scripts/legacy/create_view_final.js,n/a,n/a,"odbc + ALLOW_DB2_DDL gate + filtro CPC canon",YES,NO,ARCHIVE-ONEOFF,"archivado F4-02 (vista muerta, mismo filtro que generate-vista-deuda-final); gate explicito; sha256 PENDIENTE",legacy/create_view_final.js
backend/scripts/legacy/README.md,n/a,n/a,Legacy VISTA_DEUDA_BASE archivados F4-02,NO,NO,ARCHIVE-ONEOFF,documenta archivado + fuente canon debt-view-contract.js + cero require; se queda,legacy/README.md
backend/scripts/sql/001_create_app_roles.sql,n/a,n/a,header-no-leido;001-ddl,YES,NO,TOOL-REUSABLE,migracion versionada 001 roles app; se queda en sql/,sql/001_create_app_roles.sql
backend/scripts/sql/001_create_app_users.sql,n/a,n/a,header-no-leido;001-ddl,YES,NO,TOOL-REUSABLE,migracion versionada 001 usuarios app; se queda,sql/001_create_app_users.sql
backend/scripts/sql/002_create_repartidor_tables.sql,n/a,n/a,header-no-leido;002-ddl,YES,NO,TOOL-REUSABLE,migracion versionada 002 tablas repartidor; se queda,sql/002_create_repartidor_tables.sql
backend/scripts/sql/020_repartidor_finance_tables.sql,n/a,n/a,header-no-leido;020-ddl,YES,NO,TOOL-REUSABLE,migracion versionada 020 finanzas (match run-020); se queda,sql/020_repartidor_finance_tables.sql
backend/scripts/sql/021_verify_repartidor_finance_schema.sql,n/a,n/a,header-no-leido;021-verify,NO,NO,TOOL-REUSABLE,verificacion versionada 021; se queda,sql/021_verify_repartidor_finance_schema.sql
backend/scripts/sql/022_cleanup_repartidor_finance_test_template.sql,n/a,n/a,header-no-leido;022-cleanup,YES,NO,TOOL-REUSABLE,limpieza versionada 022 template test; se queda,sql/022_cleanup_repartidor_finance_test_template.sql
backend/scripts/sql/023_repartidor_finance_db_exploration_acs.sql,n/a,n/a,header-no-leido;023-explore,NO,NO,TOOL-REUSABLE,exploracion versionada 023 ACS; se queda,sql/023_repartidor_finance_db_exploration_acs.sql
backend/scripts/sql/024_align_javier_to_dsedac.sql,n/a,n/a,header-no-leido;024-align,YES,NO,TOOL-REUSABLE,migracion versionada 024 alineamiento (match run-024/verify-024); se queda,sql/024_align_javier_to_dsedac.sql
backend/scripts/sql/025_pedidos_reparto_linkage.sql,n/a,n/a,header-no-leido;025-linkage,YES,NO,TOOL-REUSABLE,migracion versionada 025 linkage pedidos-reparto; se queda,sql/025_pedidos_reparto_linkage.sql
backend/scripts/sql/026_align_javier_immediate_fixes.sql,n/a,n/a,header-no-leido;026-align,YES,NO,TOOL-REUSABLE,migracion versionada 026 fixes (match run_026); se queda,sql/026_align_javier_immediate_fixes.sql
backend/scripts/sql/027_align_pedidos_to_cpc.sql,n/a,n/a,header-no-leido;027-align,YES,NO,TOOL-REUSABLE,migracion versionada 027 pedidos->CPC (match run-migration-027); se queda,sql/027_align_pedidos_to_cpc.sql
backend/scripts/sql/027_team_commission_config.sql,n/a,n/a,header-no-leido;027-config,YES,NO,TOOL-REUSABLE,config versionada 027 comisiones equipo; se queda,sql/027_team_commission_config.sql
backend/scripts/sql/028_fix_team_commission_80.sql,n/a,n/a,header-no-leido;028-fix,YES,NO,TOOL-REUSABLE,fix versionado 028 comision 80 (match verify-team-80); se queda,sql/028_fix_team_commission_80.sql
backend/scripts/sql/030_repartidor_finance_read_aliases.sql,n/a,n/a,header-no-leido;030-aliases,YES,NO,TOOL-REUSABLE,aliases lectura finanzas 030; se queda,sql/030_repartidor_finance_read_aliases.sql
backend/scripts/sql/031_prepare_dsedac_app_buffers.sql,n/a,n/a,header-no-leido;031-buffers,YES,NO,TOOL-REUSABLE,preparacion buffers app 031 (JAVIER, no DSEDAC write); se queda,sql/031_prepare_dsedac_app_buffers.sql
backend/scripts/sql/032_bolsa_pricing_config.sql,n/a,n/a,header-no-leido;032-pricing,YES,NO,TOOL-REUSABLE,config pricing bolsa 032 versionada; se queda,sql/032_bolsa_pricing_config.sql
backend/scripts/sql/033_reparto_confirmation_test_tables.sql,n/a,n/a,header-no-leido;033-test-ddl,YES,NO,TOOL-REUSABLE,DDL test confirmacion 033; se queda,sql/033_reparto_confirmation_test_tables.sql
backend/scripts/sql/034_repartidor_finance_isolated_test_tables.sql,n/a,n/a,header-no-leido;034-test-ddl,YES,NO,TOOL-REUSABLE,DDL test finanzas aisladas 034; se queda,sql/034_repartidor_finance_isolated_test_tables.sql
backend/scripts/sql/035_verify_reparto_isolated_test_schema.sql,n/a,n/a,header-no-leido;035-verify,NO,NO,TOOL-REUSABLE,verificacion schema test 035; se queda,sql/035_verify_reparto_isolated_test_schema.sql
backend/scripts/sql/036_reparto_confirmation_production_tables.sql,n/a,n/a,header-no-leido;036-prod-ddl,YES,NO,TOOL-REUSABLE,DDL produccion confirmacion 036 (requiere aprobacion al ejecutar); se queda,sql/036_reparto_confirmation_production_tables.sql
backend/scripts/sql/037_repartidor_liquidacion_production_additive.sql,n/a,n/a,header-no-leido;037-prod-additive,YES,NO,TOOL-REUSABLE,DDL aditivo produccion liquidacion 037 (requiere aprobacion); se queda,sql/037_repartidor_liquidacion_production_additive.sql
backend/scripts/sql/038_repartidor_rutero_orden.sql,n/a,n/a,header-no-leido;038-rutero,YES,NO,TOOL-REUSABLE,DDL rutero orden 038; se queda,sql/038_repartidor_rutero_orden.sql
backend/scripts/sql/039_notification_roles_and_variance.sql,n/a,n/a,header-no-leido;039-notif,YES,NO,TOOL-REUSABLE,DDL notificaciones 039 (match _apply_039); se queda,sql/039_notification_roles_and_variance.sql
backend/scripts/sql/040_repartidor_rutero_day_moves.sql,n/a,n/a,header-no-leido;040-day-moves,YES,NO,TOOL-REUSABLE,DDL day moves 040; se queda,sql/040_repartidor_rutero_day_moves.sql
backend/scripts/sql/041_repartidor_rutero_tracking.sql,n/a,n/a,header-no-leido;041-tracking,YES,NO,TOOL-REUSABLE,DDL tracking 041; se queda,sql/041_repartidor_rutero_tracking.sql
backend/scripts/sql/042_repartidor_rutero_isolated_test.sql,n/a,n/a,header-no-leido;042-test,YES,NO,TOOL-REUSABLE,DDL test rutero 042; se queda,sql/042_repartidor_rutero_isolated_test.sql
backend/scripts/sql/vista_clientes_unificada.sql,n/a,n/a,header-no-leido;vista-unificada,NO,NO,TOOL-REUSABLE,definicion vista clientes unificada (match discover/execute); se queda,sql/vista_clientes_unificada.sql
backend/scripts/sql/vista_deuda_completa.sql,n/a,n/a,header-no-leido;vista-deuda,NO,NO,TOOL-REUSABLE,definicion vista deuda completa (match generate); se queda,sql/vista_deuda_completa.sql
backend/scripts/sql/opencode.json,n/a,n/a,artefacto config,N-A,N-A,ARCHIVE-ONEOFF,artefacto config local en sql/; no migracion,archive/oneoff/sql-opencode.json
backend/scripts/sql/orchestrator.md,n/a,n/a,artefacto doc,N-A,N-A,ARCHIVE-ONEOFF,artefacto doc local en sql/; no migracion,archive/oneoff/sql-orchestrator.md
backend/scripts/sql/migrations/2026-06-07T19-39-41-184Z_align_javier_to_dsedac_additive.sql,n/a,n/a,migracion timestamped additive,YES,NO,TOOL-REUSABLE,migracion historica generada 2026-06-07 19:39; se queda,sql/migrations/2026-06-07T19-39-41-184Z_align_javier_to_dsedac_additive.sql
backend/scripts/sql/migrations/2026-06-07T19-39-41-184Z_align_javier_to_dsedac_additive.json,n/a,n/a,artefacto manifiesto migracion,N-A,N-A,TOOL-REUSABLE,manifiesto reporte migracion 19:39; se queda,sql/migrations/2026-06-07T19-39-41-184Z_align_javier_to_dsedac_additive.json
backend/scripts/sql/migrations/2026-06-07T20-35-56-370Z_align_javier_to_dsedac_additive.sql,n/a,n/a,migracion timestamped additive,YES,NO,TOOL-REUSABLE,migracion historica 20:35; se queda,sql/migrations/2026-06-07T20-35-56-370Z_align_javier_to_dsedac_additive.sql
backend/scripts/sql/migrations/2026-06-07T20-35-56-370Z_align_javier_to_dsedac_additive.json,n/a,n/a,artefacto manifiesto migracion,N-A,N-A,TOOL-REUSABLE,manifiesto 20:35; se queda,sql/migrations/2026-06-07T20-35-56-370Z_align_javier_to_dsedac_additive.json
backend/scripts/sql/migrations/2026-06-07T21-06-16-768Z_align_javier_to_dsedac_additive.sql,n/a,n/a,migracion timestamped additive,YES,NO,TOOL-REUSABLE,migracion historica 21:06; se queda,sql/migrations/2026-06-07T21-06-16-768Z_align_javier_to_dsedac_additive.sql
backend/scripts/sql/migrations/2026-06-07T21-06-16-768Z_align_javier_to_dsedac_additive.json,n/a,n/a,artefacto manifiesto migracion,N-A,N-A,TOOL-REUSABLE,manifiesto 21:06; se queda,sql/migrations/2026-06-07T21-06-16-768Z_align_javier_to_dsedac_additive.json
backend/scripts/sql/migrations/2026-06-07T22-07-49-773Z_align_javier_to_dsedac_additive.sql,n/a,n/a,migracion timestamped additive,YES,NO,TOOL-REUSABLE,migracion historica 22:07; se queda,sql/migrations/2026-06-07T22-07-49-773Z_align_javier_to_dsedac_additive.sql
backend/scripts/sql/migrations/2026-06-07T22-07-49-773Z_align_javier_to_dsedac_additive.json,n/a,n/a,artefacto manifiesto migracion,N-A,N-A,TOOL-REUSABLE,manifiesto 22:07; se queda,sql/migrations/2026-06-07T22-07-49-773Z_align_javier_to_dsedac_additive.json
backend/scripts/sql/migrations/2026-06-11T21-33-30-660Z_align_javier_defaults_additive.sql,n/a,n/a,migracion timestamped defaults,YES,NO,TOOL-REUSABLE,migracion historica defaults 2026-06-11; se queda,sql/migrations/2026-06-11T21-33-30-660Z_align_javier_defaults_additive.sql
backend/scripts/sql/migrations/2026-06-11T21-33-30-660Z_align_javier_defaults_additive.json,n/a,n/a,artefacto manifiesto migracion,N-A,N-A,TOOL-REUSABLE,manifiesto defaults; se queda,sql/migrations/2026-06-11T21-33-30-660Z_align_javier_defaults_additive.json
backend/scripts/sql/migrations/2026-06-11T23-26-07-473Z_b1_b3_blockers_closure.sql,n/a,n/a,migracion timestamped cierre B1-B3,YES,NO,TOOL-REUSABLE,migracion historica cierre B1-B3; se queda,sql/migrations/2026-06-11T23-26-07-473Z_b1_b3_blockers_closure.sql
backend/scripts/sql/migrations/2026-06-11T23-26-07-473Z_b1_b3_blockers_closure.json,n/a,n/a,artefacto manifiesto migracion,N-A,N-A,TOOL-REUSABLE,manifiesto cierre B1-B3; se queda,sql/migrations/2026-06-11T23-26-07-473Z_b1_b3_blockers_closure.json
backend/scripts/sql/migrations/2026-06-19T06-17-21-469Z_align_javier_to_dsedac_additive.sql,n/a,n/a,migracion timestamped additive,YES,NO,TOOL-REUSABLE,migracion historica 2026-06-19 06:17; se queda,sql/migrations/2026-06-19T06-17-21-469Z_align_javier_to_dsedac_additive.sql
backend/scripts/sql/migrations/2026-06-19T06-17-21-469Z_align_javier_to_dsedac_additive.json,n/a,n/a,artefacto manifiesto migracion,N-A,N-A,TOOL-REUSABLE,manifiesto 06:17; se queda,sql/migrations/2026-06-19T06-17-21-469Z_align_javier_to_dsedac_additive.json
backend/scripts/sql/migrations/2026-06-19T07-02-27-246Z_align_javier_to_dsedac_additive.sql,n/a,n/a,migracion timestamped additive,YES,NO,TOOL-REUSABLE,migracion historica 07:02; se queda,sql/migrations/2026-06-19T07-02-27-246Z_align_javier_to_dsedac_additive.sql
backend/scripts/sql/migrations/2026-06-19T07-02-27-246Z_align_javier_to_dsedac_additive.json,n/a,n/a,artefacto manifiesto migracion,N-A,N-A,TOOL-REUSABLE,manifiesto 07:02; se queda,sql/migrations/2026-06-19T07-02-27-246Z_align_javier_to_dsedac_additive.json
backend/scripts/sql/migrations/2026-08-27_repartidor-rutero-day-moves-forward.sql,n/a,n/a,migracion forward day-moves,YES,NO,TOOL-REUSABLE,forward versionado day-moves; se queda,sql/migrations/2026-08-27_repartidor-rutero-day-moves-forward.sql
backend/scripts/sql/migrations/2026-08-27_repartidor-rutero-day-moves-rollback.sql,n/a,n/a,migracion rollback day-moves,YES,NO,TOOL-REUSABLE,rollback versionado day-moves; se queda,sql/migrations/2026-08-27_repartidor-rutero-day-moves-rollback.sql
backend/scripts/sql/migrations/2026-08-27_repartidor-rutero-tracking-forward.sql,n/a,n/a,migracion forward tracking,YES,NO,TOOL-REUSABLE,forward versionado tracking; se queda,sql/migrations/2026-08-27_repartidor-rutero-tracking-forward.sql
backend/scripts/sql/migrations/2026-08-27_repartidor-rutero-tracking-rollback.sql,n/a,n/a,migracion rollback tracking,YES,NO,TOOL-REUSABLE,rollback versionado tracking; se queda,sql/migrations/2026-08-27_repartidor-rutero-tracking-rollback.sql
backend/scripts/temp/commercial-targets-ago-dic-backup-2026-08-05T09-46-53-449Z.json,n/a,n/a,artefacto backup targets,N-A,N-A,ARCHIVE-ONEOFF,backup puntual targets ago-dic (origen apply-objetivos); no codigo,archive/oneoff/temp-commercial-targets-backup.json
backend/scripts/temp/objetivos-2026-ago-dic-plan.json,n/a,n/a,artefacto plan objetivos,N-A,N-A,ARCHIVE-ONEOFF,plan puntual objetivos ago-dic; no codigo,archive/oneoff/temp-objetivos-plan.json
backend/scripts/validation/validate_invoice_amounts.js,n/a,n/a,Validates neto/IVA/total + odbc env-only,NO,NO,TOOL-REUSABLE,validador facturas reutilizable (reporte JSON+CSV); unico en validation/,validation/validate_invoice_amounts.js
backend/scripts/__pycache__/powerbi_export.cpython-311.pyc,n/a,n/a,artefacto pyc,N-A,N-A,ARCHIVE-ONEOFF,bytecode compilado python; no fuente,archive/oneoff/__pycache__-powerbi_export.pyc
